[# ERROR | 2022-11-05 | 22:56:13.151 | PID=9132 | ThreadId=8468 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 22:59:58.791 | PID=10080 | ThreadId=2648 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 22:59:58.899 | PID=10080 | ThreadId=2648 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 22:59:58.993 | PID=10080 | ThreadId=2648 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 22:59:59.091 | PID=10080 | ThreadId=2648 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 22:59:59.784 | PID=10080 | ThreadId= 936 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 22:59:59.817 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 22:59:59.930 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.032 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.125 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.218 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.327 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.420 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.517 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.619 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.718 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.828 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:00.928 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.023 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.128 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.138 | PID=10080 | ThreadId= 936 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.148 | PID=10080 | ThreadId=6036 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.170 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.280 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.384 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.478 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.587 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.681 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.791 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.885 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:01.979 | PID=10080 | ThreadId=1388 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.073 | PID=10080 | ThreadId=6036 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.088 | PID=10080 | ThreadId=7204 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.119 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.229 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.338 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.432 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.541 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.635 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.729 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.835 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:02.940 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:03.034 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:03.128 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:03.227 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:03.336 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:03.430 | PID=10080 | ThreadId=7760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.047 | PID=10080 | ThreadId=2564 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.063 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.173 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.282 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.392 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.485 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.579 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.688 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.782 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.892 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:06.985 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:07.079 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:07.188 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:07.283 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:07.377 | PID=10080 | ThreadId=9696 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.018 | PID=10080 | ThreadId=1900 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.033 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.143 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.252 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.362 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.455 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.549 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.660 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.753 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.847 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:08.956 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.050 | PID=10080 | ThreadId=8368 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.097 | PID=10080 | ThreadId=1900 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.113 | PID=10080 | ThreadId=10108 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.144 | PID=10080 | ThreadId=7808 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.253 | PID=10080 | ThreadId=7808 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.316 | PID=10080 | ThreadId=7808 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.394 | PID=10080 | ThreadId=10108 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.394 | PID=10080 | ThreadId=5932 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.425 | PID=10080 | ThreadId=1344 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.456 | PID=10080 | ThreadId=5284 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.503 | PID=10080 | ThreadId=1344 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.503 | PID=10080 | ThreadId=7988 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.535 | PID=10080 | ThreadId=7548 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.613 | PID=10080 | ThreadId=7988 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.629 | PID=10080 | ThreadId=6380 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.644 | PID=10080 | ThreadId=2652 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.723 | PID=10080 | ThreadId=6380 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.723 | PID=10080 | ThreadId=5372 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.754 | PID=10080 | ThreadId=1984 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.769 | PID=10080 | ThreadId=5372 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.785 | PID=10080 | ThreadId=8772 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.816 | PID=10080 | ThreadId=9392 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.879 | PID=10080 | ThreadId=8772 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.894 | PID=10080 | ThreadId=1340 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.926 | PID=10080 | ThreadId=8580 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.957 | PID=10080 | ThreadId=1340 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.973 | PID=10080 | ThreadId=6456 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:09.988 | PID=10080 | ThreadId=6792 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.035 | PID=10080 | ThreadId=6456 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.051 | PID=10080 | ThreadId=5864 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.066 | PID=10080 | ThreadId=1104 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.098 | PID=10080 | ThreadId=5864 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.129 | PID=10080 | ThreadId=1820 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.160 | PID=10080 | ThreadId=7528 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.191 | PID=10080 | ThreadId=9432 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.191 | PID=10080 | ThreadId=7528 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.207 | PID=10080 | ThreadId=9960 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.238 | PID=10080 | ThreadId=1920 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.254 | PID=10080 | ThreadId=9960 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.270 | PID=10080 | ThreadId=3112 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.301 | PID=10080 | ThreadId=3760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.332 | PID=10080 | ThreadId=6544 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.363 | PID=10080 | ThreadId=3760 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.363 | PID=10080 | ThreadId=6132 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.395 | PID=10080 | ThreadId=5852 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.410 | PID=10080 | ThreadId=6132 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.442 | PID=10080 | ThreadId=6992 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.473 | PID=10080 | ThreadId=6256 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.504 | PID=10080 | ThreadId=3748 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.520 | PID=10080 | ThreadId=6256 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.520 | PID=10080 | ThreadId=7612 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.551 | PID=10080 | ThreadId=9916 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.582 | PID=10080 | ThreadId=7612 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.582 | PID=10080 | ThreadId=5384 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.613 | PID=10080 | ThreadId=9520 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.660 | PID=10080 | ThreadId=5384 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.660 | PID=10080 | ThreadId=9836 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.691 | PID=10080 | ThreadId=8948 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.738 | PID=10080 | ThreadId=9836 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.738 | PID=10080 | ThreadId=9820 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.770 | PID=10080 | ThreadId=7668 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.817 | PID=10080 | ThreadId=9820 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.817 | PID=10080 | ThreadId=9824 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.848 | PID=10080 | ThreadId= 976 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2022-11-05 | 23:00:10.910 | PID=10080 | ThreadId=9824 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
